pl_name,pl_orbper,pl_rade,pl_eqt,pl_insol,st_teff,st_logg,st_rad,sy_vmag,ra,dec,confirmation_status
,3.01609637,0.96,795.0,94.1,4245.0,4.641,0.637,15.673,300.24222,44.141399,CANDIDATE
Kepler-560 b,18.47762694,1.55,267.0,1.21,3395.0,4.97,0.283,14.708,300.20609,45.018139,CONFIRMED
Kepler-561 b,58.36205791,7.02,446.0,9.33,5592.0,4.467,0.953,14.361,293.7471,45.10722,CONFIRMED
Kepler-561 c,5.350156114,2.6,989.0,226.02,5592.0,4.467,0.953,14.361,293.7471,45.10722,CONFIRMED
,21.9424316,1.23,797.0,95.46,6052.0,4.183,1.424,13.716,297.94476,42.191879,CANDIDATE
Kepler-172 c,6.38899658,2.89,970.0,209.17,5527.0,4.376,1.054,14.532,283.36841,41.821861,CONFIRMED
Kepler-172 d,14.62709685,2.7,736.0,69.31,5527.0,4.376,1.054,14.532,283.36841,41.821861,CONFIRMED
Kepler-172 e,35.1184432,3.26,550.0,21.57,5527.0,4.376,1.054,14.532,283.36841,41.821861,CONFIRMED
Kepler-173 c,8.00579096,2.36,956.0,197.06,6032.0,4.395,0.935,14.209,294.6467,41.884109,CONFIRMED
Kepler-173 b,4.26374378,1.28,1179.0,457.15,6032.0,4.395,0.935,14.209,294.6467,41.884109,CONFIRMED
,330.025002,5.92,478.0,12.36,6126.0,3.578,3.466,12.668,291.86801,37.269878,CANDIDATE
Kepler-462 b,84.6877524,3.37,611.0,32.96,6688.0,4.062,1.79,11.642,299.82117,43.81427,CONFIRMED
Kepler-604 b,25.85499978,2.4,637.0,38.81,6122.0,4.487,0.964,14.718,292.31601,42.626251,CONFIRMED
Kepler-184 b,10.68758211,2.64,780.0,87.41,5788.0,4.524,0.848,14.338,291.9519,43.074711,CONFIRMED
Kepler-184 c,20.30303506,2.16,630.0,37.12,5788.0,4.524,0.848,14.338,291.9519,43.074711,CONFIRMED
Kepler-150 d,12.56096618,2.74,734.0,68.49,5559.0,4.47,0.914,14.985,288.2341,40.520901,CONFIRMED
Kepler-150 e,30.8261043,3.18,544.0,20.68,5559.0,4.47,0.914,14.985,288.2341,40.520901,CONFIRMED
Kepler-20 b,3.696121272,1.78,1095.0,340.33,5465.0,4.449,0.925,12.498,287.698,42.338718,CONFIRMED
Kepler-150 b,3.42806306,1.21,1131.0,386.14,5559.0,4.47,0.914,14.985,288.2341,40.520901,CONFIRMED
Kepler-545 b,13.24931848,2.86,806.0,99.54,5799.0,4.361,1.078,14.15,290.56631,40.692039,CONFIRMED
,9.391039263,11.73,1068.0,308.13,5944.0,4.132,1.498,14.663,286.15198,45.332561,CANDIDATE
Kepler-562 b,18.00932214,4.96,658.0,44.29,5815.0,4.54,0.877,14.794,290.11963,46.273811,CONFIRMED
Kepler-563 b,22.18431824,3.18,546.0,21.06,5157.0,4.5,0.818,14.767,292.44626,46.289768,CONFIRMED
,77.4794704,10.33,778.0,86.59,6711.0,3.73,2.909,10.143,293.54199,46.82214,CANDIDATE
Kepler-102 b,5.28691996,0.51,792.0,92.97,4900.0,4.602,0.741,11.492,281.48273,47.208031,CONFIRMED
Kepler-583 b,6.51003001,2.78,1017.0,253.24,5638.0,4.327,1.153,14.825,282.11133,42.3545,CONFIRMED
Kepler-584 b,35.18105723,4.17,664.0,45.89,6520.0,4.375,1.215,14.856,288.23059,42.41362,CONFIRMED
Kepler-184 d,29.02235217,2.55,559.0,23.06,5788.0,4.524,0.848,14.338,291.9519,43.074711,CONFIRMED
Kepler-605 b,3.383540239,1.65,1133.0,389.19,5300.0,4.385,0.986,14.14,287.29544,43.279869,CONFIRMED
Kepler-605 c,2.358952404,0.96,1278.0,630.43,5300.0,4.385,0.986,14.14,287.29544,43.279869,CONFIRMED
Kepler-185 c,20.72904234,1.94,530.0,18.68,4979.0,4.538,0.803,14.458,282.46811,43.889912,CONFIRMED
Kepler-185 b,1.632916419,1.13,1237.0,554.07,4979.0,4.538,0.803,14.458,282.46811,43.889912,CONFIRMED
,11.1438086,0.75,906.0,159.1,6095.0,4.349,1.11,13.556,296.8432,43.697441,CANDIDATE
Kepler-546 b,4.147021189,7.31,1258.0,590.84,5818.0,4.266,1.205,14.288,283.2576,40.990501,CONFIRMED
Kepler-151 b,15.22895514,3.0,639.0,39.4,5456.0,4.562,0.812,14.769,292.16278,41.023239,CONFIRMED
Kepler-151 c,24.67458244,2.33,544.0,20.71,5456.0,4.562,0.812,14.769,292.16278,41.023239,CONFIRMED
,32.526674,1.26,525.0,17.91,5668.0,4.545,0.868,15.23,298.28214,44.27206,CANDIDATE
,10.32906563,6.17,908.0,160.44,6228.0,4.441,1.049,14.711,288.63785,46.421471,CANDIDATE
Kepler-564 b,3.750832927,4.61,1129.0,383.77,5776.0,4.512,0.95,14.749,296.83838,46.6264,CONFIRMED
Kepler-163 c,21.34736612,3.2,648.0,41.65,5395.0,4.324,1.071,14.415,295.00281,46.987331,CONFIRMED
Kepler-163 b,7.81100952,1.36,906.0,159.24,5395.0,4.324,1.071,14.415,295.00281,46.987331,CONFIRMED
Kepler-565 b,4.243748097,3.16,1063.0,301.46,5873.0,4.554,0.843,15.0,283.61795,47.196678,CONFIRMED
Kepler-585 b,2.752359689,2.54,1178.0,455.43,5461.0,4.499,0.897,14.034,286.5285,43.873402,CONFIRMED
Kepler-174 b,13.98177862,2.09,553.0,22.1,4859.0,4.615,0.651,14.287,287.43918,43.832088,CONFIRMED
Kepler-174 c,44.0003975,1.56,377.0,4.79,4859.0,4.615,0.651,14.287,287.43918,43.832088,CONFIRMED
Kepler-174 d,247.354914,2.29,212.0,0.48,4859.0,4.615,0.651,14.287,287.43918,43.832088,CONFIRMED
Kepler-462 c,207.5829306,4.52,453.0,9.97,6688.0,4.062,1.79,11.642,299.82117,43.81427,CONFIRMED
Kepler-186 c,7.26731094,1.14,464.0,10.93,3751.0,4.8,0.443,14.625,298.65271,43.955021,CONFIRMED
Kepler-186 d,13.3430025,1.29,379.0,4.87,3751.0,4.8,0.443,14.625,298.65271,43.955021,CONFIRMED
Kepler-186 b,3.886795001,0.97,571.0,25.26,3751.0,4.8,0.443,14.625,298.65271,43.955021,CONFIRMED
Kepler-186 e,22.40777833,1.15,319.0,2.44,3751.0,4.8,0.443,14.625,298.65271,43.955021,CONFIRMED
,166.7876551,7.03,334.0,2.93,5663.0,4.377,1.031,14.11,293.30606,41.606369,CANDIDATE
Kepler-20 d,77.6114427,2.59,397.0,5.87,5465.0,4.449,0.925,12.498,287.698,42.338718,CONFIRMED
Kepler-152 b,18.20795835,3.08,551.0,21.86,5176.0,4.612,0.738,14.29,286.86548,41.989079,CONFIRMED
,49.537365,1.48,532.0,18.87,6118.0,4.416,1.023,15.451,290.90042,48.74614,CANDIDATE
Kepler-1720 b,12.70636123,2.75,697.0,55.86,5573.0,4.562,0.839,14.673,296.80865,47.17194,CONFIRMED
Kepler-164 c,10.94577783,2.84,881.0,142.23,5888.0,4.342,1.097,14.282,287.78085,47.62991,CONFIRMED
Kepler-164 d,28.9869016,2.7,637.0,38.82,5888.0,4.342,1.097,14.282,287.78085,47.62991,CONFIRMED
Kepler-164 e,94.886902,4.24,429.0,7.99,5888.0,4.342,1.097,14.282,287.78085,47.62991,CONFIRMED
Kepler-164 b,5.03505665,1.63,1141.0,401.23,5888.0,4.342,1.097,14.282,287.78085,47.62991,CONFIRMED
Kepler-175 b,11.90352088,2.56,827.0,110.54,6063.0,4.47,1.001,14.939,289.55328,43.876179,CONFIRMED
Kepler-19 b,9.286964466,2.1,762.0,79.68,5546.0,4.575,0.81,11.898,290.42081,37.851799,CONFIRMED
Kepler-175 c,34.0350605,2.76,583.0,27.24,6063.0,4.47,1.001,14.939,289.55328,43.876179,CONFIRMED
Kepler-176 c,12.75934489,2.58,633.0,37.95,4963.0,4.501,0.826,14.55,294.66797,43.85326,CONFIRMED
Kepler-176 b,5.433132902,1.61,841.0,118.56,4963.0,4.501,0.826,14.55,294.66797,43.85326,CONFIRMED
Kepler-187 c,10.64021008,2.87,963.0,203.48,6112.0,4.281,1.233,14.173,299.79645,44.08931,CONFIRMED
Kepler-187 b,4.93883135,1.44,1244.0,566.38,6112.0,4.281,1.233,14.173,299.79645,44.08931,CONFIRMED
Kepler-188 c,5.996533443,2.96,1025.0,260.49,5622.0,4.346,1.089,14.674,281.27972,44.315529,CONFIRMED
Kepler-188 b,2.06190864,1.63,1463.0,1082.28,5622.0,4.346,1.089,14.674,281.27972,44.315529,CONFIRMED
Kepler-189 c,20.13490007,2.98,544.0,20.66,4963.0,4.501,0.826,14.859,287.56473,44.305,CONFIRMED
,24.0721647,1.1,400.0,6.08,4352.0,4.671,0.613,15.073,284.26859,44.19754,CANDIDATE
Kepler-152 c,88.2553729,2.96,326.0,2.67,5176.0,4.612,0.738,14.29,286.86548,41.989079,CONFIRMED
,19.193103549,12.23,656.0,43.77,5883.0,4.53,0.892,14.847,296.24954,42.33548,CANDIDATE
Kepler-547 b,6.010383339,3.8,768.0,82.31,4882.0,4.558,0.738,14.247,286.11868,44.34528,CONFIRMED
,80.881757,2.27,581.0,26.91,5934.0,3.945,1.885,13.698,294.36734,38.846889,CANDIDATE
,9.250572762,96.08,1966.0,3530.57,8133.0,3.715,3.294,11.31,300.53757,46.10434,CANDIDATE
Kepler-165 b,8.1808949,2.1,716.0,62.21,5081.0,4.596,0.77,14.802,280.69101,47.809738,CONFIRMED
Kepler-165 c,15.31296388,2.34,581.0,26.98,5081.0,4.596,0.77,14.802,280.69101,47.809738,CONFIRMED
Kepler-566 b,18.42794957,2.24,526.0,18.05,4768.0,4.536,0.779,14.958,291.5545,47.81448,CONFIRMED
,7.189379172,11.94,1026.0,261.94,6214.0,4.442,1.076,15.356,296.6423,47.230331,CANDIDATE
,1.8134378,0.69,1158.0,423.67,5094.0,4.618,0.7,13.961,290.71725,37.64901,CANDIDATE
Kepler-223 d,14.78767172,3.46,827.0,110.42,5814.0,4.269,1.248,15.344,298.31836,47.279491,CONFIRMED
Kepler-625 c,4.16536757,1.0,1048.0,284.49,5604.0,4.52,0.912,13.307,292.15045,39.637581,CONFIRMED
Kepler-626 b,14.48584765,2.88,784.0,89.16,5784.0,4.352,1.085,13.946,288.69864,39.70829,CONFIRMED
Kepler-627 b,40.6992062,3.2,685.0,52.05,6419.0,4.175,1.362,13.949,292.10428,39.76791,CONFIRMED
Kepler-628 b,15.458056682,9.11,871.0,136.4,5868.0,4.169,1.407,13.398,290.44928,39.854801,CONFIRMED
,562.1725914,10.9,241.0,0.8,5589.0,4.229,1.289,13.916,295.198,43.269508,CANDIDATE
,278.1243979,5.86,286.0,1.57,5799.0,4.408,1.05,13.714,297.82431,43.258381,CANDIDATE
,4.034914368,6.95,1452.0,1052.15,5548.0,3.964,1.793,13.831,281.29028,43.413342,CANDIDATE
Kepler-644 b,3.173914037,3.07,1655.0,1769.83,6432.0,4.164,1.584,13.949,295.47574,43.493141,CONFIRMED
,52.513548727,12.43,472.0,11.73,5589.0,4.421,0.98,13.579,296.84076,43.647121,CANDIDATE
,4.17838675,3.13,1430.0,988.44,5746.0,4.039,1.687,13.813,297.11713,43.71143,CANDIDATE
Kepler-223 c,9.84824649,2.68,947.0,189.82,5814.0,4.269,1.248,15.344,298.31836,47.279491,CONFIRMED
Kepler-223 e,19.7243672,3.57,751.0,75.23,5814.0,4.269,1.248,15.344,298.31836,47.279491,CONFIRMED
Kepler-104 d,51.75530504,2.61,515.0,16.6,5979.0,4.394,1.005,12.596,287.60461,42.166779,CONFIRMED
,16.2982201,0.78,388.0,5.38,3905.0,4.736,0.521,14.709,291.4549,37.67712,CANDIDATE
Kepler-223 b,7.38443269,2.42,1042.0,278.67,5814.0,4.269,1.248,15.344,298.31836,47.279491,CONFIRMED
,2190.7010353,3.12,109.0,0.03,4965.0,4.555,0.736,12.96,295.43433,44.53112,CANDIDATE
Kepler-629 b,7.23858162,1.34,816.0,104.51,5411.0,4.561,0.831,13.359,289.41782,39.945011,CONFIRMED
Kepler-630 b,161.4746786,3.25,343.0,3.27,5761.0,4.383,1.044,13.871,293.42703,39.942429,CONFIRMED
Kepler-1725 b,16.71987303,2.52,767.0,81.63,6020.0,4.389,1.085,13.034,294.37354,40.19463,CONFIRMED
Kepler-645 b,3.275821982,3.54,1730.0,2121.23,6185.0,4.013,1.972,13.992,290.32278,44.035809,CONFIRMED
Kepler-646 b,15.87360981,1.53,632.0,37.68,5656.0,4.607,0.737,13.766,290.47134,44.387081,CONFIRMED
Kepler-595 c,12.3860474,1.11,679.0,50.23,5121.0,4.457,0.888,14.773,294.5704,50.673019,CONFIRMED
Kepler-464 b,7.256962446,3.53,1163.0,432.1,5858.0,4.112,1.549,12.702,294.83517,48.982361,CONFIRMED
Kepler-647 c,29.66631669,2.83,644.0,40.68,5956.0,4.322,1.098,13.965,284.7883,44.591679,CONFIRMED
Kepler-647 b,16.2254975,1.21,788.0,90.93,5956.0,4.322,1.098,13.965,284.7883,44.591679,CONFIRMED
Kepler-656 b,1.260258822,3.57,1569.0,1435.82,5550.0,4.5,0.954,15.342,288.32791,47.381592,CONFIRMED
,3.29534567,1.23,1139.0,397.37,5550.0,4.5,0.954,15.342,288.32791,47.381592,CANDIDATE
Kepler-656 c,5.25449393,1.41,975.0,213.25,5550.0,4.5,0.954,15.342,288.32791,47.381592,CONFIRMED
Kepler-224 c,5.924993927,3.15,758.0,77.91,5016.0,4.641,0.679,15.644,290.9343,47.357601,CONFIRMED
Kepler-224 d,11.34934848,2.39,610.0,32.75,5016.0,4.641,0.679,15.644,290.9343,47.357601,CONFIRMED
Kepler-199 b,23.6421965,2.9,595.0,29.65,5750.0,4.538,0.882,13.595,295.55942,40.236271,CONFIRMED
Kepler-199 c,67.0930642,3.51,420.0,7.38,5750.0,4.538,0.882,13.595,295.55942,40.236271,CONFIRMED
Kepler-631 b,17.97979816,2.89,828.0,111.12,6141.0,4.272,1.352,13.5,296.88577,40.22823,CONFIRMED
Kepler-632 b,30.99664113,2.43,500.0,14.72,5324.0,4.544,0.853,13.332,297.25262,40.288601,CONFIRMED
Kepler-213 b,2.462344253,1.33,1326.0,730.86,5736.0,4.467,1.008,13.648,290.82419,44.647179,CONFIRMED
Kepler-213 c,4.822969318,2.22,1060.0,297.73,5736.0,4.467,1.008,13.648,290.82419,44.647179,CONFIRMED
,6.0799457,0.86,1101.0,348.11,6008.0,4.35,1.168,14.02,289.50067,51.68573,CANDIDATE
Kepler-214 c,28.7796446,1.95,619.0,34.65,6000.0,4.45,1.044,13.949,284.75485,44.956032,CONFIRMED
Kepler-214 b,15.66057688,2.05,758.0,78.01,6000.0,4.45,1.044,13.949,284.75485,44.956032,CONFIRMED
Kepler-648 b,17.42115972,3.11,674.0,48.91,5679.0,4.487,0.972,13.939,283.89966,45.016891,CONFIRMED
Kepler-224 b,3.13295351,1.39,937.0,181.84,5016.0,4.641,0.679,15.644,290.9343,47.357601,CONFIRMED
Kepler-224 e,18.64349986,2.14,517.0,16.91,5016.0,4.641,0.679,15.644,290.9343,47.357601,CONFIRMED
Kepler-657 b,24.5434566,3.08,616.0,34.07,5955.0,4.52,0.91,15.344,291.1973,47.3078,CONFIRMED
Kepler-466 b,51.07926451,2.75,503.0,15.17,5833.0,4.407,1.022,12.772,295.64871,48.49556,CONFIRMED
,70.2780911,2.54,434.0,8.38,5955.0,4.52,0.91,15.344,291.1973,47.3078,CANDIDATE
,9.9664004,16.89,1578.0,1466.1,6638.0,3.664,3.079,12.598,291.17792,39.19949,CANDIDATE
,14.85185526,2.73,457.0,10.3,4129.0,4.636,0.652,13.583,299.29947,40.235069,CANDIDATE
Kepler-649 b,29.90721859,2.16,564.0,23.92,5739.0,4.476,0.896,13.437,285.65594,45.079559,CONFIRMED
,56.391062,3.58,310.0,2.18,4406.0,4.643,0.628,16.324,282.37042,48.259289,CANDIDATE
Kepler-650 b,3.032147946,3.62,1507.0,1218.88,5827.0,4.151,1.447,13.684,289.00089,45.15427,CONFIRMED
Kepler-103 b,15.96532718,3.33,872.0,136.42,5880.0,4.154,1.433,12.287,288.98456,40.064529,CONFIRMED
,22.34213536,5.19,526.0,18.14,5237.0,4.568,0.707,15.637,296.69336,47.392151,CANDIDATE
Kepler-225 c,18.79418506,2.33,412.0,6.79,4126.0,4.668,0.602,15.962,292.19397,47.457088,CONFIRMED
Kepler-225 b,6.73893544,1.44,579.0,26.64,4126.0,4.668,0.602,15.962,292.19397,47.457088,CONFIRMED
Kepler-29 b,10.3392408,2.98,777.0,86.46,5730.0,4.545,0.87,15.282,298.34833,47.49123,CONFIRMED
Kepler-633 b,8.50339249,1.95,1021.0,257.22,5877.0,4.233,1.265,13.716,295.21744,40.592251,CONFIRMED
Kepler-633 c,23.7832097,2.01,725.0,65.26,5877.0,4.233,1.265,13.716,295.21744,40.592251,CONFIRMED
Kepler-634 b,5.16949729,2.06,1309.0,694.32,6011.0,4.123,1.409,13.55,291.19507,40.702702,CONFIRMED
,10.47490332,15.45,1567.0,1427.2,6526.0,3.616,3.232,13.22,282.72067,40.899181,CANDIDATE
Kepler-215 d,30.86436512,2.23,527.0,18.22,5677.0,4.563,0.828,13.58,294.97351,45.213692,CONFIRMED
Kepler-215 b,9.36059705,1.42,784.0,89.47,5677.0,4.563,0.828,13.58,294.97351,45.213692,CONFIRMED
Kepler-215 c,14.6672293,1.21,675.0,49.12,5677.0,4.563,0.828,13.58,294.97351,45.213692,CONFIRMED
Kepler-215 e,68.1609897,1.45,405.0,6.34,5677.0,4.563,0.828,13.58,294.97351,45.213692,CONFIRMED
Kepler-29 c,13.28689997,2.78,715.0,61.8,5730.0,4.545,0.87,15.282,298.34833,47.49123,CONFIRMED
Kepler-658 b,1.287076693,1.39,871.0,135.97,3736.0,4.724,0.525,15.488,282.9838,47.57859,CONFIRMED
,61.858947,2.47,699.0,56.48,5529.0,3.685,2.817,12.045,292.13428,46.202419,CANDIDATE
Kepler-659 b,17.6717714,2.44,513.0,16.38,4869.0,4.636,0.687,15.556,287.60818,47.509682,CONFIRMED
Kepler-635 b,23.44970494,2.71,802.0,97.94,6188.0,4.196,1.524,13.31,289.77325,40.80072,CONFIRMED
Kepler-1990 b,1.73513619,3.27,1554.0,1372.87,5751.0,4.391,1.071,12.566,299.70474,44.435749,CONFIRMED
Kepler-1665 b,11.95474513,5.15,906.0,159.04,5059.0,3.976,1.657,13.594,290.39618,41.040081,CONFIRMED
Kepler-636 b,16.080657264,4.43,614.0,33.64,5303.0,4.547,0.817,13.653,293.59189,41.095161,CONFIRMED
Kepler-62 d,18.16407304,1.98,508.0,15.72,4926.0,4.653,0.662,13.725,283.21274,45.349861,CONFIRMED
Kepler-62 b,5.71489692,1.33,747.0,73.38,4926.0,4.653,0.662,13.725,283.21274,45.349861,CONFIRMED
Kepler-62 e,122.3858681,1.72,269.0,1.24,4926.0,4.653,0.662,13.725,283.21274,45.349861,CONFIRMED
Kepler-103 c,179.609803,5.47,389.0,5.41,5880.0,4.154,1.433,12.287,288.98456,40.064529,CONFIRMED
Kepler-200 b,8.59481851,1.75,854.0,125.48,5675.0,4.459,0.915,13.984,284.40991,41.237461,CONFIRMED
Kepler-200 c,10.22215697,1.72,806.0,99.68,5675.0,4.459,0.915,13.984,284.40991,41.237461,CONFIRMED
Kepler-201 b,25.6721559,2.68,683.0,51.47,6034.0,4.359,1.179,13.004,293.62604,41.27282,CONFIRMED
Kepler-201 c,151.8851881,2.47,378.0,4.81,6034.0,4.359,1.179,13.004,293.62604,41.27282,CONFIRMED
Kepler-1726 b,18.39629744,2.47,582.0,27.09,5316.0,4.57,0.804,13.704,284.38617,45.719711,CONFIRMED
Kepler-33 d,21.77568158,4.76,853.0,125.14,5900.0,4.022,1.694,13.988,289.07755,46.005219,CONFIRMED
Kepler-33 f,41.0283424,3.92,691.0,53.8,5900.0,4.022,1.694,13.988,289.07755,46.005219,CONFIRMED
Kepler-202 b,4.069425638,1.53,802.0,97.72,4671.0,4.636,0.68,13.872,282.97342,41.32201,CONFIRMED
Kepler-1990 c,4.06844957,0.98,1170.0,442.08,5751.0,4.391,1.071,12.566,299.70474,44.435749,CONFIRMED
Kepler-202 c,16.28247625,1.88,505.0,15.37,4671.0,4.636,0.68,13.872,282.97342,41.32201,CONFIRMED
Kepler-203 b,3.162692075,2.61,1308.0,692.32,5821.0,4.355,1.085,13.989,297.09,41.388031,CONFIRMED
Kepler-33 e,31.7848157,3.55,752.0,75.59,5900.0,4.022,1.694,13.988,289.07755,46.005219,CONFIRMED
Kepler-33 c,13.17555999,2.82,1009.0,244.58,5900.0,4.022,1.694,13.988,289.07755,46.005219,CONFIRMED
Kepler-33 b,5.66815821,1.85,1336.0,752.7,5900.0,4.022,1.694,13.988,289.07755,46.005219,CONFIRMED
Kepler-216 c,17.40665216,2.95,814.0,104.04,6086.0,4.274,1.216,13.998,293.72806,46.12915,CONFIRMED
,3.07365139,0.79,1215.0,515.92,6068.0,4.565,0.831,14.894,295.6709,47.830399,CANDIDATE
Kepler-203 c,5.370639542,2.54,1096.0,341.68,5821.0,4.355,1.085,13.989,297.09,41.388031,CONFIRMED
Kepler-203 d,11.32977062,1.37,855.0,126.21,5821.0,4.355,1.085,13.989,297.09,41.388031,CONFIRMED
Kepler-637 b,23.20579353,5.86,1002.0,238.21,5460.0,3.626,3.231,13.413,292.41721,41.41687,CONFIRMED
Kepler-638 b,6.07972016,2.32,1111.0,360.77,5460.0,4.139,1.346,13.532,284.91943,41.617191,CONFIRMED
,275.07365,1.86,303.0,2.0,5604.0,4.226,1.187,10.15,291.03369,36.771042,CANDIDATE
Kepler-204 b,14.40090414,2.71,828.0,111.24,5815.0,4.27,1.198,13.909,285.3472,41.761921,CONFIRMED
Kepler-216 b,7.69363627,2.12,1069.0,308.61,6086.0,4.274,1.216,13.998,293.72806,46.12915,CONFIRMED
Kepler-651 b,21.3851584,2.17,574.0,25.63,5376.0,4.516,0.825,13.94,287.33279,46.20351,CONFIRMED
Kepler-217 b,5.37493289,2.12,1413.0,942.35,6167.0,4.037,1.689,13.294,293.03775,46.277519,CONFIRMED
Kepler-217 c,8.58600968,1.84,1208.0,503.98,6167.0,4.037,1.689,13.294,293.03775,46.277519,CONFIRMED
,4.50158249,0.73,676.0,49.21,4339.0,4.711,0.553,15.142,284.56689,49.01255,CANDIDATE
Kepler-217 d,3.88688862,1.29,1574.0,1448.04,6167.0,4.037,1.689,13.294,293.03775,46.277519,CONFIRMED
Kepler-621 b,2.628117322,1.77,737.0,69.56,3939.0,4.705,0.557,14.915,290.92731,39.91415,CONFIRMED
,5.06546874,0.62,592.0,29.01,3939.0,4.705,0.557,14.915,290.92731,39.91415,CANDIDATE
,5.89399142,11.16,940.0,185.03,5713.0,4.541,0.893,14.377,289.80908,40.615841,CANDIDATE
Kepler-204 c,25.6613816,1.78,683.0,51.48,5815.0,4.27,1.198,13.909,285.3472,41.761921,CONFIRMED
Kepler-639 b,10.21418792,2.29,957.0,198.34,5843.0,4.25,1.332,13.336,292.18689,41.727051,CONFIRMED
Kepler-205 b,2.755637216,1.37,757.0,77.57,4121.0,4.709,0.553,13.506,285.28711,41.861172,CONFIRMED
Kepler-1710 b,14.91095177,2.62,694.0,54.87,5650.0,4.5,0.899,12.593,291.68335,37.751591,CONFIRMED
Kepler-205 c,20.30652862,1.58,389.0,5.4,4121.0,4.709,0.553,13.506,285.28711,41.861172,CONFIRMED
Kepler-218 c,44.6996563,3.05,500.0,14.81,5497.0,4.394,1.046,13.967,295.41281,46.266472,CONFIRMED
Kepler-218 b,3.619309734,1.47,1156.0,422.53,5497.0,4.394,1.046,13.967,295.41281,46.266472,CONFIRMED
Kepler-218 d,124.5245224,2.69,356.0,3.78,5497.0,4.394,1.046,13.967,295.41281,46.266472,CONFIRMED
,7.6720844,0.72,875.0,138.74,5972.0,4.57,0.807,14.766,290.44476,48.462891,CANDIDATE
Kepler-622 b,14.28228147,1.82,446.0,9.38,4102.0,4.675,0.595,14.672,284.47849,40.933102,CONFIRMED
,3.251659087,9.83,1384.0,865.87,6367.0,4.419,1.087,14.022,298.29404,41.6838,CANDIDATE
Kepler-89 b,3.743166733,1.5,1423.0,971.76,6181.0,4.234,1.331,12.205,297.33307,41.891121,CONFIRMED
Kepler-206 c,13.13747785,1.85,825.0,109.68,5762.0,4.314,1.143,13.484,291.63467,41.833858,CONFIRMED
Kepler-206 b,7.78199862,1.32,983.0,220.8,5762.0,4.314,1.143,13.484,291.63467,41.833858,CONFIRMED
Kepler-206 d,23.4433748,1.29,681.0,50.72,5762.0,4.314,1.143,13.484,291.63467,41.833858,CONFIRMED
Kepler-207 d,5.868066282,3.6,1254.0,584.32,5918.0,4.127,1.555,13.182,290.03052,42.16605,CONFIRMED
Kepler-207 b,1.61189046,1.72,1930.0,3267.98,5918.0,4.127,1.555,13.182,290.03052,42.16605,CONFIRMED
Kepler-465 b,9.940666412,2.87,996.0,233.04,6215.0,4.305,1.259,12.663,284.55573,46.063831,CONFIRMED
Kepler-652 b,4.182001885,2.46,974.0,213.29,5328.0,4.551,0.865,13.393,288.00812,46.47356,CONFIRMED
,66.47762,1.83,388.0,5.34,5515.0,4.592,0.775,15.972,295.36145,45.914841,CANDIDATE
,26.89316101,6.78,614.0,33.54,6096.0,4.511,0.908,13.754,297.49216,46.694519,CANDIDATE
Kepler-653 b,14.70749512,2.04,819.0,106.22,5676.0,4.247,1.28,13.387,282.21292,46.717819,CONFIRMED
Kepler-196 b,20.73989406,2.11,536.0,19.47,5132.0,4.571,0.77,14.157,284.96851,42.079201,CONFIRMED
Kepler-196 c,47.4277116,2.33,407.0,6.46,5132.0,4.571,0.77,14.157,284.96851,42.079201,CONFIRMED
Kepler-434 b,12.874712426,11.26,926.0,173.5,5963.0,4.218,1.424,14.517,293.58636,42.928909,CONFIRMED
Kepler-207 c,3.07155284,1.65,1556.0,1389.97,5918.0,4.127,1.555,13.182,290.03052,42.16605,CONFIRMED
Kepler-640 b,22.24814617,2.72,609.0,32.58,5629.0,4.503,0.943,13.721,296.0322,42.131672,CONFIRMED
,0.702739679,0.73,1765.0,2292.96,5269.0,4.508,0.836,14.99,286.89841,37.93745,CANDIDATE
Kepler-94 b,2.508057497,3.25,997.0,234.06,4780.0,4.597,0.761,12.895,281.19473,47.497131,CONFIRMED
Kepler-653 c,0.900375925,0.82,2078.0,4399.18,5676.0,4.247,1.28,13.387,282.21292,46.717819,CONFIRMED
Kepler-219 b,4.585466941,3.29,1307.0,688.54,5788.0,4.16,1.495,13.764,288.73898,46.762562,CONFIRMED
Kepler-219 c,22.71443351,4.01,766.0,81.57,5788.0,4.16,1.495,13.764,288.73898,46.762562,CONFIRMED
Kepler-219 d,47.903427,3.55,598.0,30.17,5788.0,4.16,1.495,13.764,288.73898,46.762562,CONFIRMED
Kepler-220 c,9.034190783,1.8,586.0,27.87,4499.0,4.635,0.639,13.177,291.50616,46.895741,CONFIRMED
Kepler-623 b,9.07098164,2.94,825.0,109.61,5672.0,4.506,0.929,14.959,296.98672,47.47739,CONFIRMED
Kepler-51 b,45.15535633,7.65,523.0,17.68,6046.0,4.486,0.972,14.669,296.47977,49.937679,CONFIRMED
Kepler-641 b,9.48965527,2.16,926.0,173.79,5672.0,4.279,1.204,13.774,291.82349,42.516209,CONFIRMED
Kepler-208 b,4.22865217,1.83,1379.0,854.59,5966.0,4.169,1.499,13.749,293.8902,42.527966,CONFIRMED
Kepler-208 c,7.46662068,1.65,1141.0,401.08,5966.0,4.169,1.499,13.749,293.8902,42.527966,CONFIRMED
Kepler-208 e,16.25951967,1.72,880.0,142.1,5966.0,4.169,1.499,13.749,293.8902,42.527966,CONFIRMED
Kepler-208 d,11.1317901,1.47,999.0,235.55,5966.0,4.169,1.499,13.749,293.8902,42.527966,CONFIRMED
